artist_id,artist_name,artist_type,nb_sessions_artist_page,nb_sessions_artwork_page,nb_sessions_total,nb_entry_sessions_artist_campaign,nb_entry_sessions_artwork_campaign,nb_entry_sessions_total,artist_total_bv,artist_entry_bv_same_artist,artist_entry_bv_other_artist,artwork_entry_bv_same_artist,artwork_entry_bv_other_artist,1stClick BV,pull_ratio_artist,pull_ratio_artwork,pull_ratio,pct_first_click_bv_same_artist,1st_click_BV_per_First_click_session
1357,Wietzie,Singulart Artist,16906,111908,128814,2530,2807,5337,134603.7095,6154.00037,1868.383963,0,0,"8,022",14.97%,2.51%,4.14%,4.57%,€1.50
2481,Mam,Singulart Artist,18759,65536,84295,3935,1475,5410,133466.5134,14256.30221,1440,1590,0,"17,286",20.98%,2.25%,6.42%,11.87%,€3.20
19475,Sophie Cantou,Singulart Artist,15854,71296,87150,3964,1751,5715,133438.4799,11025.4269,0,0,0,"11,025",25.00%,2.46%,6.56%,8.26%,€1.90
8817,Franko,Singulart Artist,17002,96095,113097,4019,2878,6897,131908.873,0,0,0,0,0,23.64%,3.00%,6.10%,0.00%,€0.00
14257,Claire Biette,Singulart Artist,17713,100354,118067,3554,2035,5589,131431.2265,2783,440,0,0,"3,223",20.06%,2.03%,4.73%,2.12%,€0.60
5579,Kailin Zhao,Singulart Artist,26677,94219,120896,3555,865,4420,131369.7738,5478.5965,0,0,0,"5,479",13.33%,0.92%,3.66%,4.17%,€1.20
2479,Lana Frey,Singulart Artist,25120,96116,121236,9393,5095,14488,129207.5603,19629.68261,3400,0,0,"23,030",37.39%,5.30%,11.95%,15.19%,€1.60
22799,Anne-Marie Torrisi,Singulart Artist,19621,115192,134813,3946,5685,9631,129024.2906,0,0,0,0,0,20.11%,4.94%,7.14%,0.00%,€0.00
33406,Giovanni Sanesi,Singulart Artist,25797,76845,102642,6570,2329,8899,128067.4913,24590,0,0,0,"24,590",25.47%,3.03%,8.67%,19.20%,€2.80
4615,Sergey Teplyakov,Singulart Artist,16197,101370,117567,2325,1461,3786,127756.6549,7765.707816,0,0,0,"7,766",14.36%,1.44%,3.22%,6.08%,€2.10
13993,Ruben Nieto,Singulart Artist,5638,48610,54248,1113,1741,2854,125918.25,0,0,0,0,0,19.74%,3.58%,5.26%,0.00%,€0.00
1035,Jordi Machí,Singulart Artist,46298,59027,105325,14369,5501,19870,125037.8426,3370,0,0,630,"4,000",31.04%,9.32%,18.87%,2.70%,€0.20
10109,Larissa Abtova,Singulart Artist,196412,141763,338175,6028,3586,9614,124652.8596,0,14873.26,0,2229.62,"17,103",3.07%,2.53%,2.84%,0.00%,€1.80
2005,Calvin Chih-Hao Teng,Singulart Artist,21321,74621,95942,2184,1334,3518,124620.9999,0,0,0,0,0,10.24%,1.79%,3.67%,0.00%,€0.00
17261,Olha Darchuk,Singulart Artist,36527,165717,202244,17722,6701,24423,123600.6679,4383.028553,4692.052524,0,0,"9,075",48.52%,4.04%,12.08%,3.55%,€0.40
5097,Vania Bouwmeester Pentcheva,Singulart Artist,9297,78036,87333,1014,1737,2751,122566.7948,7542.818,0,0,0,"7,543",10.91%,2.23%,3.15%,6.15%,€2.70
5423,Stefan Szczesny,Singulart Artist,24050,19868,43918,10382,390,10772,122564.2073,7534.14552,0,0,0,"7,534",43.17%,1.96%,24.53%,6.15%,€0.70
3759,Behshad Arjomandi,Singulart Artist,20713,125786,146499,3479,3214,6693,121251.6681,2314,4568.737,1130.3761,0,"8,013",16.80%,2.56%,4.57%,2.84%,€1.20
4027,Angie Brooksby-Arcangioli,Singulart Artist,16750,108865,125615,2822,2757,5579,120193.8235,14694.83371,0,0,0,"14,695",16.85%,2.53%,4.44%,12.23%,€2.60
21283,Liubou Sas,Singulart Artist,22142,154875,177017,3531,5934,9465,119559.9781,12332.27329,810,6625.171626,0,"19,767",15.95%,3.83%,5.35%,15.86%,€2.10
27729,Mitro,Singulart Artist,15679,23000,38679,8945,582,9527,119300,29000,0,0,0,"29,000",57.05%,2.53%,24.63%,24.31%,€3.00
29525,Jos Coufreur,Singulart Artist,13165,95240,108405,3186,6022,9208,118907.664,2718.226725,0,0,0,"2,718",24.20%,6.32%,8.49%,2.29%,€0.30
3135,Hennie Van De Lande,Singulart Artist,16184,114841,131025,3833,4221,8054,118270.3809,2332,4600,0,0,"6,932",23.68%,3.68%,6.15%,1.97%,€0.90
3389,Harold Westerink,Singulart Artist,12543,102263,114806,1605,1082,2687,117912.0558,900,0,0,0,900,12.80%,1.06%,2.34%,0.76%,€0.30
10607,Eric Stefanski,Singulart Artist,22826,58527,81353,9413,668,10081,117526.4314,6340.79582,0,0,0,"6,341",41.24%,1.14%,12.39%,5.40%,€0.60
21431,Tatiana Rezvaya,Singulart Artist,19892,76723,96615,1391,2146,3537,117466.0856,5407.37943,2798.016294,16172.50392,0,"24,378",6.99%,2.80%,3.66%,18.37%,€6.90
3807,Victoria Stagni,Singulart Artist,40964,66870,107834,5858,1759,7617,117070.6127,7133.158164,0,0,0,"7,133",14.30%,2.63%,7.06%,6.09%,€0.90
76,David Gista,Singulart Artist,11877,62181,74058,3203,1226,4429,116171.0121,340,0,0,0,340,26.97%,1.97%,5.98%,0.29%,€0.10
16531,Maurizio Paccagnella,Singulart Artist,10701,38257,48958,3181,859,4040,115561.0591,10754.69974,0,0,0,"10,755",29.73%,2.25%,8.25%,9.31%,€2.70
5013,Heidi Thompson,Singulart Artist,9238,46868,56106,2612,980,3592,115488.9652,5740,0,0,0,"5,740",28.28%,2.09%,6.40%,4.97%,€1.60
5947,Elena Dmitrenko,Singulart Artist,36919,238175,275094,4833,15798,20631,114781.9426,7927.9677,3293.7312,360,0,"11,582",13.09%,6.63%,7.50%,7.22%,€0.60
31393,Andrea Serra,Singulart Artist,22994,59443,82437,5351,1800,7151,114546.8206,6957.10205,1300,12410,0,"20,667",23.27%,3.03%,8.68%,16.91%,€2.90
22351,Manfred Hellweger,Singulart Artist,5502,40493,45995,931,1125,2056,114192.1995,16191.756,3320,0,0,"19,512",16.92%,2.78%,4.47%,14.18%,€9.50
8157,Viktoria Lapteva,Singulart Artist,28792,176275,205067,11375,25414,36789,113309.8119,11870.49148,1920.269502,2995.05035,0,"16,786",39.51%,14.42%,17.94%,13.12%,€0.50
3385,Friedrich Wurm,Singulart Artist,43775,235110,278885,13207,6452,19659,113178.808,4247.8175,2385,0,0,"6,633",30.17%,2.74%,7.05%,3.75%,€0.30
24617,Andrea Pallang,Singulart Artist,13361,163907,177268,2209,4780,6989,112871.7639,9753.673726,0,7183.09326,0,"16,937",16.53%,2.92%,3.94%,15.01%,€2.40
2561,Caroline Vis,Singulart Artist,11068,36771,47839,2198,744,2942,112848.1194,0,0,0,0,0,19.86%,2.02%,6.15%,0.00%,€0.00
5699,Lucy Moore,Singulart Artist,23918,120716,144634,6165,1798,7963,112819.6994,8192.27834,3510.584682,1773.804,0,"13,477",25.78%,1.49%,5.51%,8.83%,€1.70
25673,Gallery Blond Contemporary,Singulart Artist,6531,40466,46997,916,814,1730,112226.3031,0,0,0,0,0,14.03%,2.01%,3.68%,0.00%,€0.00
10479,Malgorzata Krakowiak,Singulart Artist,11362,111736,123098,1503,2526,4029,112135.1408,11888.4659,1300,0,0,"13,188",13.23%,2.26%,3.27%,10.60%,€3.30
21375,Veljko Martinovic,Singulart Artist,8026,34228,42254,1857,1221,3078,111490.1411,0,0,0,0,0,23.14%,3.57%,7.29%,0.00%,€0.00
8763,Jonathan Hateley,Singulart Artist,12310,38804,51114,2449,1147,3596,110463.7524,0,0,0,0,0,19.89%,2.96%,7.04%,0.00%,€0.00
13297,Marieke Bekke,Singulart Artist,10955,25585,36540,1698,593,2291,109790.5428,7315.696149,2550,4250,0,"14,116",15.50%,2.32%,6.27%,10.53%,€6.20
4243,Tiny De Bruin,Singulart Artist,15667,98304,113971,2541,3771,6312,109151.5011,3010,2955.62,2968.993251,0,"8,935",16.22%,3.84%,5.54%,5.48%,€1.40
11139,LYDIE MASSOU,Singulart Artist,17195,69091,86286,3072,1327,4399,108730.5292,8523.802,2587.39676,1910,0,"13,021",17.87%,1.92%,5.10%,9.60%,€3.00
32989,Vanya Georgieva,Singulart Artist,23829,176744,200573,3980,6612,10592,108691.1462,4122.8262,620.8349,4274.80064,0,"9,018",16.70%,3.74%,5.28%,7.73%,€0.90
5523,Silvia Pavlova,Singulart Artist,25750,91499,117249,5678,1661,7339,108619.1391,4976.79072,0,0,0,"4,977",22.05%,1.82%,6.26%,4.58%,€0.70
68,Ewa Hauton,Singulart Artist,14293,21843,36136,4304,720,5024,108389.7114,3971.87768,3256,1100,0,"8,328",30.11%,3.30%,13.90%,4.68%,€1.70
5113,Michael Andrew Law Cheuk Yui,Singulart Artist,34939,183944,218883,9889,13388,23277,108277.9826,3258.72157,0,0,0,"3,259",28.30%,7.28%,10.63%,3.01%,€0.10
1437,Jean-Louis Azencott,Singulart Artist,20504,92236,112740,3952,4158,8110,108080.0874,2800,2243.67331,665,0,"5,709",19.27%,4.51%,7.19%,3.21%,€0.70
2889,Shirin Donia,Singulart Artist,29495,80078,109573,11610,2455,14065,108066.1836,7663.48328,3807.85587,0,0,"11,471",39.36%,3.07%,12.84%,7.09%,€0.80
1299,Evgenia Saré,Singulart Artist,11816,46614,58430,3047,1062,4109,108057.8194,1971,0,0,0,"1,971",25.79%,2.28%,7.03%,1.82%,€0.50
6167,Marco Barberio,Singulart Artist,28810,112412,141222,5139,3109,8248,107983.4488,10315.83325,2140,0,0,"12,456",17.84%,2.77%,5.84%,9.55%,€1.50
4261,Ansgar Dressler,Singulart Artist,13519,99497,113016,1623,2725,4348,107542.444,940,380,6520,0,"7,840",12.01%,2.74%,3.85%,6.94%,€1.80
191,Valérie Depadova,Singulart Artist,16674,39644,56318,2508,616,3124,106737.7264,2340,1876.87047,1470.99645,0,"5,688",15.04%,1.55%,5.55%,3.57%,€1.80
13401,Benoît Montet,Singulart Artist,16381,135648,152029,3176,2972,6148,106493.7858,6600.84824,0,1110.58398,0,"7,711",19.39%,2.19%,4.04%,7.24%,€1.30
33920,Aliaksandra Tsesarskaya,Singulart Artist,13590,131904,145494,1995,5899,7894,104970.537,0,2431.79766,11852.56949,0,"14,284",14.68%,4.47%,5.43%,11.29%,€1.80
22359,Bruce Rubenstein,Singulart Artist,5493,33849,39342,1394,891,2285,104914.1788,38791.55023,0,0,0,"38,792",25.38%,2.63%,5.81%,36.98%,€17.00
3467,Ronald Hunter,Singulart Artist,18130,63019,81149,6308,1097,7405,104893.6429,6349.1274,0,570,0,"6,919",34.79%,1.74%,9.13%,6.60%,€0.90
14827,Flavia Birsan,Singulart Artist,30080,53941,84021,2930,845,3775,104669.3525,5430,2006.7,0,0,"7,437",9.74%,1.57%,4.49%,5.19%,€2.00
10399,Lele De bonis,Singulart Artist,8155,68425,76580,1433,1391,2824,104632.7063,14668.46607,0,0,0,"14,668",17.57%,2.03%,3.69%,14.02%,€5.20
4691,Nadezda Stupina,Singulart Artist,21321,209059,230380,2590,7052,9642,104244.6356,7850.323932,2535.9934,0,2880,"13,266",12.15%,3.37%,4.19%,7.53%,€1.40
6071,Karina Antonczak,Singulart Artist,13618,62842,76460,2279,1201,3480,104117.9657,0,0,0,0,0,16.74%,1.91%,4.55%,0.00%,€0.00
3043,Donatella Marraoni,Singulart Artist,27427,267394,294821,4409,6975,11384,103336.6405,12770.80598,5171.64,2565,0,"20,507",16.08%,2.61%,3.86%,14.84%,€1.80
16233,Alexandra Hiltl,Singulart Artist,13894,81708,95602,2650,2824,5474,103086.9655,0,0,0,0,0,19.07%,3.46%,5.73%,0.00%,€0.00
24223,Kiseok Kim,Singulart Artist,16726,22470,39196,2786,368,3154,102726.5693,3490,0,0,0,"3,490",16.66%,1.64%,8.05%,3.40%,€1.10
9507,Nik Tod,Singulart Artist,9505,56000,65505,2520,3101,5621,102418.1498,10706.22175,0,0,0,"10,706",26.51%,5.54%,8.58%,10.45%,€1.90
3465,Anne Baudequin,Singulart Artist,15301,88859,104160,3152,2213,5365,101255.2699,6935,3640.989,0,0,"10,576",20.60%,2.49%,5.15%,6.85%,€2.00
2769,Brian Nash,Singulart Artist,20018,105869,125887,5713,3143,8856,101246.4522,7662.8029,1704.043048,1607.241,0,"10,974",28.54%,2.97%,7.04%,9.16%,€1.20
15033,Alex Senchenko,Singulart Artist,14099,130703,144802,2782,3501,6283,100889.7458,2329,2325.7654,0,0,"4,655",19.73%,2.68%,4.34%,2.31%,€0.70
33159,FRED BOUTET,Singulart Artist,11801,40994,52795,3169,807,3976,100239.4805,5275.1766,0,1600,0,"6,875",26.85%,1.97%,7.53%,6.86%,€1.70
3575,Vladimir Zunuzin,Singulart Artist,12556,80558,93114,2610,2945,5555,100000,0,0,0,0,0,20.79%,3.66%,5.97%,0.00%,€0.00
3439,Radek Smach,Singulart Artist,12577,85019,97596,2032,3147,5179,99886.04658,0,0,0,0,0,16.16%,3.70%,5.31%,0.00%,€0.00
3207,Isabel Mahe,Singulart Artist,28238,262213,290451,4242,10660,14902,99690.70537,5281.8916,1431.29784,1222.14845,0,"7,935",15.02%,4.07%,5.13%,6.52%,€0.50
19931,Kathleen Rhee,Singulart Artist,14174,75242,89416,1426,1850,3276,99628.17371,1682.385,3010,0,0,"4,692",10.06%,2.46%,3.66%,1.69%,€1.40
10075,Ramon Bruin,Singulart Artist,16185,65576,81761,3705,2528,6233,99587.34372,678.717364,0,0,0,679,22.89%,3.86%,7.62%,0.68%,€0.10
4727,Inge Thogersen,Singulart Artist,17602,158333,175935,1755,3382,5137,99138.90838,0,0,0,0,0,9.97%,2.14%,2.92%,0.00%,€0.00
31251,Cecilia Frigati,Singulart Artist,8618,61773,70391,1350,1050,2400,98527.05761,0,0,0,0,0,15.67%,1.70%,3.41%,0.00%,€0.00
26265,Galerie Gloria,Singulart Artist,2655,27645,30300,365,744,1109,98500,0,0,0,0,0,13.75%,2.69%,3.66%,0.00%,€0.00
8337,Maria Esmar,Singulart Artist,9791,84110,93901,1676,2479,4155,97828.75289,1949.7786,0,14077.50798,0,"16,027",17.12%,2.95%,4.43%,16.38%,€3.90
10905,Erika Seywald,Singulart Artist,9125,69983,79108,1216,1805,3021,97549.34014,0,900,0,0,900,13.33%,2.58%,3.82%,0.00%,€0.30
253,Lezzueck Coosemans,Singulart Artist,15647,57011,72658,4092,1093,5185,95767.88433,12547.39542,2478.33,3630,0,"18,656",26.15%,1.92%,7.14%,16.89%,€3.60
2029,Paresh Nrshinga,Singulart Artist,11526,80883,92409,2550,1069,3619,94895.981,11418.0318,1400,1448.81688,0,"14,267",22.12%,1.32%,3.92%,13.56%,€3.90
867,Catherine Ludeau,Singulart Artist,14130,66557,80687,2366,1231,3597,94725.42488,2942.91823,0,2119.151,0,"5,062",16.75%,1.85%,4.46%,5.34%,€1.40
15395,Makiwa Mutomba,Singulart Artist,15353,88767,104120,4494,1606,6100,94709.15014,16313.36954,1840,0,0,"18,153",29.27%,1.81%,5.86%,17.23%,€3.00
2065,Carla Sá Fernandes,Singulart Artist,15463,83119,98582,2997,2203,5200,94678.17195,0,5290,0,0,"5,290",19.38%,2.65%,5.28%,0.00%,€1.00
19149,Antonino Puliafico,Singulart Artist,16906,152697,169603,3279,4316,7595,94601.85618,1865.130267,0,0,1150,"3,015",19.40%,2.83%,4.48%,1.97%,€0.40
16605,Anne Brenner,Singulart Artist,26476,61123,87599,4866,1413,6279,93737.72821,0,0,0,0,0,18.38%,2.31%,7.17%,0.00%,€0.00
31025,Irina Biatturi,Singulart Artist,41338,69888,111226,23285,3618,26903,93085.32833,19448.21986,0,6893.8447,0,"26,342",56.33%,5.18%,24.19%,28.30%,€1.00
3367,Anne Samson,Singulart Artist,21006,176438,197444,3851,4956,8807,92999.34355,5290.842235,2369.52472,1200,0,"8,860",18.33%,2.81%,4.46%,6.98%,€1.00
20377,Yuanyuan Liu,Singulart Artist,16206,127902,144108,3360,4188,7548,92823.95148,8406.02368,3663,0,0,"12,069",20.73%,3.27%,5.24%,9.06%,€1.60
4133,Nemanja Nikolic,Singulart Artist,10934,39135,50069,2335,940,3275,92640.02233,3780,0,0,0,"3,780",21.36%,2.40%,6.54%,4.08%,€1.20
8767,Ruben Abstract,Singulart Artist,26108,78346,104454,7787,2027,9814,92444.08188,11713.72476,1830,2677.0656,0,"16,221",29.83%,2.59%,9.40%,15.57%,€1.70
2173,Dinah Wakefield,Singulart Artist,13815,92157,105972,1692,2150,3842,92369.32486,1415.88475,3610.0194,2506.869309,0,"7,533",12.25%,2.33%,3.63%,4.25%,€2.00
8963,Elena Lukina,Singulart Artist,31638,306622,338260,3682,7821,11503,92084.45463,2884.0725,535,0,0,"3,419",11.64%,2.55%,3.40%,3.13%,€0.30
9047,Lina Redford,Singulart Artist,30998,147425,178423,4042,3884,7926,92029.69549,9687.105112,640,0,0,"10,327",13.04%,2.64%,4.44%,10.53%,€1.30
1541,Manuel Di Chiara,Singulart Artist,22775,81944,104719,6418,2650,9068,92002.57584,3230,0,0,0,"3,230",28.18%,3.23%,8.66%,3.51%,€0.40
15025,Phils,Singulart Artist,6056,19250,25306,1594,424,2018,91739.9911,10229.22,0,0,0,"10,229",26.32%,2.20%,7.97%,11.15%,€5.10
2747,Zhanna Kondratenko,Singulart Artist,15062,117398,132460,1695,3651,5346,91441.42329,802.10235,0,3359.369941,0,"4,161",11.25%,3.11%,4.04%,4.55%,€0.80
4465,Tran Tuan,Singulart Artist,27451,182506,209957,4564,3776,8340,91427.84722,0,0,0,0,0,16.63%,2.07%,3.97%,0.00%,€0.00
1104,Xavier García,Singulart Artist,18379,77994,96373,6025,2258,8283,91365.56949,6957.8352,250,9184.7639,0,"16,393",32.78%,2.90%,8.60%,17.67%,€2.00
20221,Eva Hidalgo,Singulart Artist,17253,91716,108969,2823,2191,5014,89965.58683,11518.9668,0,6158.71184,0,"17,678",16.36%,2.39%,4.60%,19.65%,€3.50
9265,Artem Brazhnik,Singulart Artist,15303,166384,181687,1705,2678,4383,89950.2154,0,0,0,0,0,11.14%,1.61%,2.41%,0.00%,€0.00
3607,Gunter Wenzel,Singulart Artist,16756,115475,132231,3859,3113,6972,89572.46135,7128,0,2090,0,"9,218",23.03%,2.70%,5.27%,10.29%,€1.30
15581,Paco Muñoz Santana,Singulart Artist,16636,66268,82904,3523,1334,4857,89447.59008,10182.1525,3407.11303,0,0,"13,589",21.18%,2.01%,5.86%,11.38%,€2.80
14425,Tony Rubino,Singulart Artist,25098,250162,275260,10363,33905,44268,89332.16318,3540.0054,1300,1515.657,0,"6,356",41.29%,13.55%,16.08%,5.66%,€0.10
22731,Jean Soyer,Singulart Artist,11134,115898,127032,2468,3168,5636,89062.83601,9750.546505,0,0,0,"9,751",22.17%,2.73%,4.44%,10.95%,€1.70
4705,Isabelle Fournet,Singulart Artist,12776,72498,85274,1976,1611,3587,88870.45886,1795.095624,0,0,0,"1,795",15.47%,2.22%,4.21%,2.02%,€0.50
25021,Theo Papathomas,Singulart Artist,10909,85788,96697,1565,1784,3349,88143.42633,15027.4617,0,0,0,"15,027",14.35%,2.08%,3.46%,17.05%,€4.50
4689,Tatiana Iliina,Singulart Artist,16044,112581,128625,4533,3246,7779,88118.85442,12523.17456,2360,1971.45488,0,"16,855",28.25%,2.88%,6.05%,16.45%,€2.20
2731,Miroslava Lipovec Friedman,Singulart Artist,14124,121758,135882,1716,2462,4178,88067.17625,6432.4534,1345.113,0,0,"7,778",12.15%,2.02%,3.08%,7.30%,€1.90
10233,Mayrig Simonjan,Singulart Artist,14410,100649,115059,2393,3283,5676,87779.81598,1297.824336,13003.01,750,0,"15,051",16.61%,3.26%,4.93%,2.33%,€2.70
2283,Evgen Lisniak,Singulart Artist,9893,30197,40090,1350,480,1830,87596.61341,0,0,0,0,0,13.65%,1.59%,4.57%,0.00%,€0.00
11643,Anna Reznikova,Singulart Artist,26379,102160,128539,5678,3815,9493,87513.79336,6277.829627,1007.11025,0,0,"7,285",21.53%,3.73%,7.39%,7.17%,€0.80
8575,Eva Volf,Singulart Artist,16221,70631,86852,5034,2095,7129,87150.16235,2684.050875,0,0,0,"2,684",31.03%,2.97%,8.21%,3.08%,€0.40
449,Kirstin Mccoy,Singulart Artist,112972,107657,220629,15255,2609,17864,86922.28164,3648.726898,2788.47562,0,0,"6,437",13.50%,2.42%,8.10%,4.20%,€0.40
1325,Mauro Corvaglia,Singulart Artist,10725,60989,71714,1775,1447,3222,86696.75782,2839.3935,2174.00604,0,1600,"6,613",16.55%,2.37%,4.49%,3.28%,€2.10
3635,Christine Barres,Singulart Artist,21396,81430,102826,9248,2442,11690,86601.85153,7055.4816,2280,0,0,"9,335",43.22%,3.00%,11.37%,8.15%,€0.80
9045,Liubov Kuptsova,Singulart Artist,20683,134757,155440,2833,4122,6955,86588.30771,4234.793125,0,0,0,"4,235",13.70%,3.06%,4.47%,4.89%,€0.60
1296,Stephan Geisler,Singulart Artist,18101,53424,71525,8131,1644,9775,86303.42754,8589.00434,3803.3935,0,0,"12,392",44.92%,3.08%,13.67%,9.95%,€1.30
8883,Elena Kraft,Singulart Artist,17887,123092,140979,5694,3986,9680,86225.01084,3200,800,2927.3481,0,"6,927",31.83%,3.24%,6.87%,7.11%,€0.70
36242,Angela Wichmann,Singulart Artist,9103,63117,72220,1197,1547,2744,86100.23548,0,0,0,0,0,13.15%,2.45%,3.80%,0.00%,€0.00
4651,Viktor Sheleg,Singulart Artist,29747,103054,132801,11570,4024,15594,85649.57258,531,0,0,0,531,38.90%,3.91%,11.74%,0.62%,€0.00
1201,Juliana Do,Singulart Artist,9062,41667,50729,2065,917,2982,85321.45194,3577.422828,12510.953,0,0,"16,088",22.79%,2.20%,5.88%,4.19%,€5.40
8769,Petro Hrytsiuk,Singulart Artist,11318,85260,96578,1072,3076,4148,85251.01409,6620.03312,0,0,0,"6,620",9.47%,3.61%,4.30%,7.77%,€1.60
5245,Belinda Nadwie,Singulart Artist,9509,44785,54294,1669,847,2516,85068.12782,1830,0,0,0,"1,830",17.55%,1.89%,4.63%,2.15%,€0.70
33878,Gabriela Azar Schreiner,Singulart Artist,7224,58143,65367,995,1613,2608,84814.2135,1747.989,6572,0,0,"8,320",13.77%,2.77%,3.99%,2.06%,€3.20
4113,Margarita Lypiridou,Singulart Artist,10514,97784,108298,1599,2940,4539,84787.65876,1872,4247.409465,0,0,"6,119",15.21%,3.01%,4.19%,2.21%,€1.30
8125,Mykola Kuryliuk,Singulart Artist,17882,90586,108468,5238,2388,7626,84752.88436,7748.43209,0,2337.7302,0,"10,086",29.29%,2.64%,7.03%,11.90%,€1.30
17397,Eddy Vitalone,Singulart Artist,20196,89892,110088,7415,5087,12502,84260.77754,16558.43341,1899.135,0,0,"18,458",36.72%,5.66%,11.36%,19.65%,€1.50
28223,myriam de LAFFOREST,Singulart Artist,5052,23454,28506,1704,807,2511,84188.62704,4200,6240,0,0,"10,440",33.73%,3.44%,8.81%,4.99%,€4.20
3797,Mario Henrique,Singulart Artist,27498,119558,147056,11487,3413,14900,83885.72682,4830,0,0,0,"4,830",41.77%,2.86%,10.13%,5.76%,€0.30
2043,Fernando Jaramillo,Singulart Artist,13063,52487,65550,3531,1889,5420,83197.16624,9315.3173,1503.6372,0,0,"10,819",27.03%,3.60%,8.27%,11.20%,€2.00
20339,Alex Hook Krioutchkov,Singulart Artist,12767,114470,127237,2304,12638,14942,83106.94396,4038.8602,0,1791.80224,0,"5,831",18.05%,11.04%,11.74%,7.02%,€0.40
23441,Mazel Jalix,Singulart Artist,7993,18360,26353,1905,520,2425,82607.12516,10082.86558,0,0,0,"10,083",23.83%,2.83%,9.20%,12.21%,€4.20
32115,MR BRAINWASH,Singulart Artist,16143,7412,23555,8170,394,8564,82133.24919,0,0,7514.7215,0,"7,515",50.61%,5.32%,36.36%,9.15%,€0.90
18273,Fernando Suárez Reguera,Singulart Artist,11505,50516,62021,3118,1316,4434,82050.17246,0,0,0,0,0,27.10%,2.61%,7.15%,0.00%,€0.00
8167,Jamie Lee,Singulart Artist,17363,100425,117788,3963,7623,11586,81679.70623,1390,0,963.6064,1870.8,"4,224",22.82%,7.59%,9.84%,2.88%,€0.40
31241,Maike Barbara Maier,Singulart Artist,12382,64707,77089,1282,1852,3134,81062.79308,0,4000,1220.773366,0,"5,221",10.35%,2.86%,4.07%,1.51%,€1.70
36500,Joan Miró,Grand Artist,49038,254760,303798,7149,10015,17164,80773.87285,10033.8,2583.51267,1182.90408,0,"13,800",14.58%,3.93%,5.65%,13.89%,€0.80
6613,Barbara Schauß,Singulart Artist,18641,160025,178666,3730,5148,8878,80745.47878,8182.374478,0,0,0,"8,182",20.01%,3.22%,4.97%,10.13%,€0.90
1889,Bea Schubert,Singulart Artist,15783,125961,141744,3019,2686,5705,80727.62566,4800.805976,1736,0,0,"6,537",19.13%,2.13%,4.03%,5.95%,€1.10
11455,Mirek Kuzniar,Singulart Artist,18787,215057,233844,3057,8788,11845,80554.82592,4112.934,3307,1200,0,"8,620",16.27%,4.09%,5.07%,6.60%,€0.70
33709,Gabriele Bruns,Singulart Artist,26263,87977,114240,5545,2996,8541,80439.8396,5469.81273,2408.144653,5893.72004,0,"13,772",21.11%,3.41%,7.48%,14.13%,€1.60
36512,Andy Warhol,Grand Artist,68036,337778,405814,9911,14526,24437,79970.59143,0,920,204.4728,0,"1,124",14.57%,4.30%,6.02%,0.26%,€0.00
243,Eric Chomis,Singulart Artist,6862,38446,45308,1349,335,1684,79676.05154,2161.965,0,3891.69232,0,"6,054",19.66%,0.87%,3.72%,7.60%,€3.60
19883,Sofia Battisti,Singulart Artist,11343,59077,70420,1953,1697,3650,79610.13857,5510,0,1370,0,"6,880",17.22%,2.87%,5.18%,8.64%,€1.90
12539,Pin Vega,Singulart Artist,7782,45699,53481,1683,1532,3215,79555.76234,0,7034.752431,0,0,"7,035",21.63%,3.35%,6.01%,0.00%,€2.20
4511,Joanne Parent,Singulart Artist,7831,34677,42508,1883,857,2740,79362.12554,5830,0,4262.8476,0,"10,093",24.05%,2.47%,6.45%,12.72%,€3.70
20195,Cassia,Singulart Artist,13353,120658,134011,1752,3378,5130,79332.44035,1692.026,0,0,0,"1,692",13.12%,2.80%,3.83%,2.13%,€0.30
21105,Aziseh Emmanuel,Singulart Artist,19422,39813,59235,3152,958,4110,79271.90006,4853.00347,2310,0,0,"7,163",16.23%,2.41%,6.94%,6.12%,€1.70
5911,Oleksandr Balbyshev,Singulart Artist,21869,80761,102630,4983,2746,7729,78929.47334,5641.18739,985,1717.25289,0,"8,343",22.79%,3.40%,7.53%,9.32%,€1.10
1999,Igor Barkhatkov,Singulart Artist,13771,68220,81991,2419,1534,3953,78708.4743,5914,0,0,0,"5,914",17.57%,2.25%,4.82%,7.51%,€1.50
6623,Martta García Ramo,Singulart Artist,8580,50881,59461,1917,1254,3171,78671.48968,6138.407676,4510.0254,8009.354081,0,"18,658",22.34%,2.47%,5.33%,17.98%,€5.90
22719,Cody Hooper,Singulart Artist,13782,41928,55710,4562,921,5483,78645.73687,1021.5293,0,6899.196975,0,"7,921",33.10%,2.20%,9.84%,10.07%,€1.40
1535,Yuliya Vladkovska,Singulart Artist,9548,20107,29655,2840,422,3262,78639.68393,1490,0,0,0,"1,490",29.74%,2.10%,11.00%,1.90%,€0.50
271,Jeannette Perreault,Singulart Artist,7394,20364,27758,1849,622,2471,78636.37467,6556.482823,0,0,0,"6,556",25.01%,3.05%,8.90%,8.34%,€2.70
5211,Anna Ravliuc,Singulart Artist,8839,47964,56803,1187,935,2122,78394.77555,5261.2872,0,0,0,"5,261",13.43%,1.95%,3.74%,6.71%,€2.50
1680,Igor Shulman,Singulart Artist,18231,99808,118039,6780,3154,9934,78003.75872,7797.51972,0,0,2787.36,"10,585",37.19%,3.16%,8.42%,10.00%,€1.10
