artist_id,artist_name,artist_type,Artist Quadrant,years online,nb_sessions_artist_page,nb_sessions_artwork_page,nb_sessions_total,nb_entry_sessions_artist_campaign,nb_entry_sessions_artwork_campaign,nb_entry_sessions_total,artist_total_bv,artist_entry_bv_same_artist,artist_entry_bv_other_artist,artwork_entry_bv_same_artist,artwork_entry_bv_other_artist,1stClick BV,pull_ratio_artist,pull_ratio_artwork,pull_ratio,pct_first_click_bv_same_artist,1st_click_BV_per_First_click_session,Predictive formula,Delta
49974,JR,Grand Artist,"BV but no pull (Low Pull, High Entry BV)",2.0,"4,839","36,989","41,828",870,902,"1,772","€3,812","€1,396",€0,€0,€0,"€1,396",17.979%,2.439%,4.236%,36.621%,€0.8,"€1,894.1",€498.1
30991,Danijela Dan,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",3.9,"2,272","18,459","20,731",227,241,468,"€3,812",€0,€0,€0,€0,€0,9.991%,1.306%,2.257%,0.000%,€0.0,€0.0,€0.0
803,Kat,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",7.9,"5,653","26,911","32,564","1,787",820,"2,607","€3,805",€0,€0,€0,€0,€0,31.612%,3.047%,8.006%,0.000%,€0.0,€0.0,€0.0
24669,Norma Alonzo,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",5.1,"2,266","5,598","7,864",648,117,765,"€3,804",€0,€0,€0,€0,€0,28.597%,2.090%,9.728%,0.000%,€0.0,€0.0,€0.0
11729,Linda Laflamme,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",5.7,"1,956","5,953","7,909",606,166,772,"€3,802",€0,€0,€0,€0,€0,30.982%,2.789%,9.761%,0.000%,€0.0,€0.0,€0.0
36913,Lelde Brake-Klaveri,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",2.3,"1,285","6,153","7,438",183,214,397,"€3,801",€0,€0,€0,€0,€0,14.241%,3.478%,5.337%,0.000%,€0.0,€0.0,€0.0
3867,Tanya Angelova,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",6.8,"7,477","23,200","30,677","1,847",519,"2,366","€3,801",€0,€0,€0,€0,€0,24.702%,2.237%,7.713%,0.000%,€0.0,€0.0,€0.0
14395,Bel Mur,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",5.5,"2,030","8,512","10,542",632,187,819,"€3,800",€0,€0,€0,€0,€0,31.133%,2.197%,7.769%,0.000%,€0.0,€0.0,€0.0
79456,Christopher Henderson,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",0.6,357,"2,709","3,066",50,137,187,"€3,800",€0,€0,€0,€0,€0,14.006%,5.057%,6.099%,0.000%,€0.0,€0.0,€0.0
35207,Stéphanie Van Beneden,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",2.4,"1,224","4,972","6,196",295,172,467,"€3,800",€0,€0,€0,€0,€0,24.101%,3.459%,7.537%,0.000%,€0.0,€0.0,€0.0
10445,Tetiana Chebrova,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",5.8,"1,649","9,772","11,421",203,425,628,"€3,800",€0,€0,€0,€0,€0,12.310%,4.349%,5.499%,0.000%,€0.0,€0.0,€0.0
382,Isa Dahl,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",2.2,864,555,"1,419",331,16,347,"€3,800",€0,€0,€0,€0,€0,38.310%,2.883%,24.454%,0.000%,€0.0,€0.0,€0.0
220,Corinne Natel,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",8.2,"1,818","12,156","13,974",171,252,423,"€3,797",€0,€0,€0,€0,€0,9.406%,2.073%,3.027%,0.000%,€0.0,€0.0,€0.0
32457,Joëlle Troussier,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",4.0,"2,283","4,582","6,865","1,116",130,"1,246","€3,795",€0,€0,"€1,640",€0,"€1,640",48.88%,2.84%,18.15%,43.21%,€1.3,"€3,516.0","€1,876.0"
33427,Katarina Nedeljkovic,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",4.5,"2,258","11,626","13,884",553,462,"1,015","€3,794",€0,€0,€0,€0,€0,24.491%,3.974%,7.311%,0.000%,€0.0,€0.0,€0.0
3291,Gabriela Horikawa,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",5.7,"1,878","14,937","16,815",258,354,612,"€3,791",€804,€328,€0,€0,"€1,132",13.738%,2.370%,3.640%,21.215%,€1.9,"€1,627.2",€494.8
68366,Vita Mirzac,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",1.3,"2,911","7,645","10,556",209,281,490,"€3,791",€0,€0,€0,€0,€0,7.180%,3.676%,4.642%,0.000%,€0.0,€0.0,€0.0
13667,Sarah Edwards,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",3.4,"1,275",584,"1,859",235,34,269,"€3,790",€0,€0,€0,€0,€0,18.431%,5.822%,14.470%,0.000%,€0.0,€0.0,€0.0
53218,Ewa Nowiszewska,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",2.2,"1,112","4,154","5,266",114,140,254,"€3,790",€0,€0,€0,€0,€0,10.252%,3.370%,4.823%,0.000%,€0.0,€0.0,€0.0
25367,Eva Wiren,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",5.7,"2,153","12,394","14,547",326,387,713,"€3,787",€0,€0,€0,€0,€0,15.142%,3.122%,4.901%,0.000%,€0.0,€0.0,€0.0
1267,Andrej Barov,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",7.7,"8,249","86,729","94,978","1,078","1,417","2,495","€3,787",€0,€0,€0,€0,€0,13.068%,1.634%,2.627%,0.000%,€0.0,€0.0,€0.0
26201,Petr Beranek,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",5.3,"7,507","46,609","54,116","1,717","1,377","3,094","€3,784",€0,€0,€0,€0,€0,22.872%,2.954%,5.717%,0.000%,€0.0,€0.0,€0.0
28885,Amanda Skye Mulder,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",2.9,"1,778","5,898","7,676",291,129,420,"€3,783",€0,€0,€0,€0,€0,16.367%,2.187%,5.472%,0.000%,€0.0,€0.0,€0.0
5193,Vidan,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",6.3,"3,757","27,475","31,232","1,618",487,"2,105","€3,781",€0,€0,€0,€0,€0,43.066%,1.773%,6.740%,0.000%,€0.0,€0.0,€0.0
60008,Yulia Ani,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",2.0,"1,258","12,456","13,714",110,310,420,"€3,780",€0,€0,€0,€0,€0,8.744%,2.489%,3.063%,0.000%,€0.0,€0.0,€0.0
33604,Stephen Mitchell,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",3.9,"1,686","16,681","18,367",181,361,542,"€3,779",€0,€0,"€1,370",€0,"€1,370",10.735%,2.164%,2.951%,36.248%,€2.5,"€1,319.4",-€50.4
167,Daisy Clarke,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",6.4,"2,956","7,900","10,856",952,190,"1,142","€3,776",€0,€0,€279,€0,€279,32.21%,2.41%,10.52%,7.40%,€0.2,"€2,037.8","€1,758.3"
67855,Viki Smoliar,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",1.3,"1,317","13,019","14,336",150,419,569,"€3,775",€0,€0,€0,€0,€0,11.390%,3.218%,3.969%,0.000%,€0.0,€0.0,€0.0
64729,Petra Kirsten,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",1.7,951,"6,742","7,693",162,270,432,"€3,775",€0,€0,€0,€0,€0,17.035%,4.005%,5.615%,0.000%,€0.0,€0.0,€0.0
36611,Françoise Gilot,Grand Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",2.3,"8,990","22,708","31,698","4,561",584,"5,145","€3,768",€0,€0,€0,€0,€0,50.734%,2.572%,16.231%,0.000%,€0.0,€0.0,€0.0
34364,Jeanne Fredac,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",3.7,"4,221","20,323","24,544",511,487,998,"€3,760",€0,€0,€0,€0,€0,12.106%,2.396%,4.066%,0.000%,€0.0,€0.0,€0.0
4541,Dragomir Misina,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",5.2,"1,422","7,694","9,116",346,167,513,"€3,760",€0,€0,€0,€0,€0,24.332%,2.171%,5.627%,0.000%,€0.0,€0.0,€0.0
59371,Len Vernaghi,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",2.0,"7,907","102,192","110,099",380,"3,364","3,744","€3,760",€126,€0,€0,€0,€126,4.806%,3.292%,3.401%,3.351%,€0.0,"€1,520.4","€1,394.4"
31615,JGB - Javier González Briceño,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",4.2,"1,728","13,534","15,262",439,215,654,"€3,758",€0,€0,€390,€0,€390,25.405%,1.589%,4.285%,10.377%,€0.6,"€1,915.9","€1,525.9"
2749,Gabor Gozon,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",7.1,"3,193","5,035","8,228","1,773",137,"1,910","€3,756","€1,007",€0,"€1,672",€0,"€2,679",55.53%,2.72%,23.21%,71.31%,€1.4,"€4,496.8","€1,818.3"
32135,Bill Gingles,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",4.1,"1,297","5,014","6,311",344,66,410,"€3,755",€0,€0,€0,€0,€0,26.523%,1.316%,6.497%,0.000%,€0.0,€0.0,€0.0
32065,Anna Khaninyan,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",4.2,"2,774","20,794","23,568",304,485,789,"€3,753",€0,€0,€0,€0,€0,10.959%,2.332%,3.348%,0.000%,€0.0,€0.0,€0.0
2729,Julia Blackshaw,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",5.5,"2,310","10,384","12,694",524,310,834,"€3,752","€1,246",€0,€0,€0,"€1,246",22.68%,2.99%,6.57%,33.22%,€1.5,"€1,272.7",€26.4
1711,Bea Palatinus,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",7.2,"2,432","7,584","10,016",699,205,904,"€3,751",€0,€0,€0,€0,€0,28.742%,2.703%,9.026%,0.000%,€0.0,€0.0,€0.0
36986,Klaus Angeli,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",2.3,"5,009","41,507","46,516",346,"1,304","1,650","€3,751","€2,430",€0,€0,€0,"€2,430",6.908%,3.142%,3.547%,64.791%,€1.5,"€1,585.9",-€844.1
8797,Kim Fonder,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",5.3,"1,622","9,199","10,821",208,165,373,"€3,750",€0,€0,€0,€0,€0,12.824%,1.794%,3.447%,0.000%,€0.0,€0.0,€0.0
1580,Francesca Gnagnarella,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",7.4,"2,041","5,986","8,027",480,88,568,"€3,749",€0,€0,€0,€0,€0,23.518%,1.470%,7.076%,0.000%,€0.0,€0.0,€0.0
31693,Gonca Kopuz,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",4.2,"1,641","9,187","10,828",268,135,403,"€3,749",€0,€0,€0,€0,€0,16.332%,1.469%,3.722%,0.000%,€0.0,€0.0,€0.0
56956,Laurence Hubswerlin Diradourian,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",2.1,"1,682","18,551","20,233",99,584,683,"€3,746",€0,€0,€0,€0,€0,5.886%,3.148%,3.376%,0.000%,€0.0,€0.0,€0.0
7233,Jan Köthe,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",5.9,"1,505","6,042","7,547",403,143,546,"€3,744",€0,€0,€0,€0,€0,26.777%,2.367%,7.235%,0.000%,€0.0,€0.0,€0.0
34438,Frans Bianchi,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",2.1,"1,338","5,580","6,918",439,217,656,"€3,740",€0,€0,€0,€0,€0,32.810%,3.889%,9.483%,0.000%,€0.0,€0.0,€0.0
34316,Brad Holland,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",3.7,"3,001","11,674","14,675",996,287,"1,283","€3,740",€0,€0,€0,€0,€0,33.189%,2.458%,8.743%,0.000%,€0.0,€0.0,€0.0
9835,Guyla Artiste,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",5.9,"2,921","8,040","10,961",833,274,"1,107","€3,738",€0,€0,€0,€0,€0,28.518%,3.408%,10.099%,0.000%,€0.0,€0.0,€0.0
33448,Paolo Rizzi,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",3.8,"3,168","15,895","19,063",950,385,"1,335","€3,731",€0,€0,€0,€0,€0,29.987%,2.422%,7.003%,0.000%,€0.0,€0.0,€0.0
920,Mimi The Clown,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",7.8,"5,987","7,767","13,754","2,725",388,"3,113","€3,731",€0,€0,€0,€0,€0,45.515%,4.995%,22.633%,0.000%,€0.0,€0.0,€0.0
20703,Igor Sventitski,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",5.5,"3,960","15,128","19,088",630,416,"1,046","€3,730",€0,€0,€0,€0,€0,15.909%,2.750%,5.480%,0.000%,€0.0,€0.0,€0.0
27293,Artem Lozhkin,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",4.7,"3,091","15,845","18,936",505,383,888,"€3,728","€2,110",€0,€0,€0,"€2,110",16.338%,2.417%,4.689%,56.594%,€2.4,"€2,096.6",-€13.4
4905,Sorina Peia,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",6.6,"5,419","27,094","32,513",663,584,"1,247","€3,720",€0,€0,€0,€0,€0,12.235%,2.155%,3.835%,0.000%,€0.0,€0.0,€0.0
2791,Anna Zuber,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",5.0,900,"3,357","4,257",304,79,383,"€3,713",€0,€0,€0,€0,€0,33.778%,2.353%,8.997%,0.000%,€0.0,€0.0,€0.0
11813,Michel Constant,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",5.5,"9,222","36,166","45,388","1,910",751,"2,661","€3,712",€0,€0,€0,€0,€0,20.711%,2.077%,5.863%,0.000%,€0.0,€0.0,€0.0
77001,Cristine Balarine,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",0.5,517,"1,774","2,291",110,114,224,"€3,712",€0,€0,€0,€0,€0,21.277%,6.426%,9.777%,0.000%,€0.0,€0.0,€0.0
37632,Etel Adnan,Blue Chip Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",2.3,"1,808","3,226","5,034",725,190,915,"€3,710",€0,€0,€0,€0,€0,40.100%,5.890%,18.176%,0.000%,€0.0,€0.0,€0.0
69154,Thomas Piperis,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",1.2,867,"5,460","6,327",52,177,229,"€3,709",€0,€0,€340,€0,€340,5.998%,3.242%,3.619%,9.167%,€1.5,"€1,618.2","€1,278.2"
6475,Maka Kvartskhava,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",6.3,"6,104","60,068","66,172",727,899,"1,626","€3,707",€0,€0,€0,€0,€0,11.910%,1.497%,2.457%,0.000%,€0.0,€0.0,€0.0
13535,Ji Young Kim,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",5.7,"3,764","8,540","12,304","1,469",372,"1,841","€3,705",€0,€0,€0,€0,€0,39.028%,4.356%,14.963%,0.000%,€0.0,€0.0,€0.0
31913,Mariam Dashtoyan,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",4.7,"1,189","7,941","9,130",198,208,406,"€3,703",€0,€0,€0,€0,€0,16.653%,2.619%,4.447%,0.000%,€0.0,€0.0,€0.0
28035,Karolina Palmér,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",4.5,"2,508","16,654","19,162",428,248,676,"€3,703",€0,€0,€0,€0,€0,17.065%,1.489%,3.528%,0.000%,€0.0,€0.0,€0.0
49847,Lisa Mistiuk,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",2.3,911,"3,669","4,580",55,131,186,"€3,702",€0,€370,€0,€0,€370,6.037%,3.570%,4.061%,0.000%,€2.0,"€1,815.7","€1,445.4"
8729,Dale Voelker,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",6.6,"1,853","10,270","12,123",324,365,689,"€3,701","€3,701",€0,€0,€0,"€3,701",17.485%,3.554%,5.683%,100.000%,€5.4,"€2,541.0","-€1,160.4"
36389,Tadas Gutauskas,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",2.4,"2,662","26,498","29,160",324,776,"1,100","€3,700",€0,€0,€0,€0,€0,12.171%,2.929%,3.772%,0.000%,€0.0,€0.0,€0.0
21567,Ala' Hamameh,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",2.6,671,"2,827","3,498",145,58,203,"€3,700",€0,€0,€0,€0,€0,21.610%,2.052%,5.803%,0.000%,€0.0,€0.0,€0.0
14715,Felix Wunderlich,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",3.3,"1,409","2,860","4,269",571,68,639,"€3,700",€0,€0,€0,€0,€0,40.525%,2.378%,14.968%,0.000%,€0.0,€0.0,€0.0
12629,Nina Björk,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",6.2,"2,982","8,068","11,050",588,247,835,"€3,697",€0,€0,€0,€0,€0,19.718%,3.061%,7.557%,0.000%,€0.0,€0.0,€0.0
6367,Manuel Leonardi,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",6.2,"10,919","27,683","38,602","5,601","1,419","7,020","€3,693","€1,709",€0,€0,€0,"€1,709",51.30%,5.13%,18.19%,46.27%,€0.2,"€3,522.9","€1,814.2"
7219,Kjeld Ulrich,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",6.1,"5,076","13,667","18,743","2,316",252,"2,568","€3,692",€0,€0,€0,€0,€0,45.626%,1.844%,13.701%,0.000%,€0.0,€0.0,€0.0
33051,Gaelle Wagner,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",3.9,"2,938","16,957","19,895",553,443,996,"€3,692",€0,€0,€0,€0,€0,18.822%,2.612%,5.006%,0.000%,€0.0,€0.0,€0.0
18283,Rinalds Vanadziņš,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",6.0,"2,286","18,433","20,719",366,514,880,"€3,691",€0,€0,€0,€0,€0,16.010%,2.788%,4.247%,0.000%,€0.0,€0.0,€0.0
34396,Cecilia Setterdahl,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",3.7,"1,277","9,827","11,104",106,109,215,"€3,690",€0,€0,€0,€0,€0,8.301%,1.109%,1.936%,0.000%,€0.0,€0.0,€0.0
5219,Akte One,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",6.1,"2,467","5,723","8,190",921,122,"1,043","€3,690","€1,600",€0,€0,€0,"€1,600",37.33%,2.13%,12.74%,43.36%,€1.5,"€2,467.0",€867.0
172,Julien Graizely,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",8.3,"2,721","2,278","4,999","1,257",58,"1,315","€3,690",€0,€0,€0,€0,€0,46.196%,2.546%,26.305%,0.000%,€0.0,€0.0,€0.0
36352,Al Freno,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",0.8,743,"2,301","3,044",226,67,293,"€3,686",€0,€0,€0,€0,€0,30.417%,2.912%,9.625%,0.000%,€0.0,€0.0,€0.0
4039,Jonas Deubelbeiss,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",6.8,"2,957","11,262","14,219","1,091",350,"1,441","€3,686",€731,€95,€0,€0,€826,36.90%,3.11%,10.13%,19.83%,€0.6,"€1,963.2","€1,137.2"
1907,Alessandro Andreuccetti,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",7.3,"4,282","7,588","11,870","1,360",205,"1,565","€3,685",€0,€688,€0,€0,€688,31.76%,2.70%,13.18%,0.00%,€0.4,"€2,554.1","€1,866.6"
8017,Marion Griese,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",4.1,"1,537","2,115","3,652",544,96,640,"€3,680",€0,€0,€0,€0,€0,35.394%,4.539%,17.525%,0.000%,€0.0,€0.0,€0.0
42913,Rashid Johnson,Blue Chip Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",2.3,"1,115","4,282","5,397",344,176,520,"€3,678",€0,€0,€0,€0,€0,30.852%,4.110%,9.635%,0.000%,€0.0,€0.0,€0.0
3777,James Shipton,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",5.3,"2,813","10,731","13,544","1,178",461,"1,639","€3,678",€554,€0,"€1,050",€0,"€1,604",41.88%,4.30%,12.10%,43.60%,€1.0,"€2,344.2",€740.7
78416,Silvana Di Vora,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",0.7,"1,140","20,987","22,127",94,"1,284","1,378","€3,677",€0,€0,€0,€0,€0,8.246%,6.118%,6.228%,0.000%,€0.0,€0.0,€0.0
5673,Tom Leighton,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",4.8,"5,896","10,707","16,603",818,192,"1,010","€3,674",€0,€0,€0,€0,€0,13.874%,1.793%,6.083%,0.000%,€0.0,€0.0,€0.0
33403,Bret Polok,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",2.9,"3,352","21,801","25,153","1,179",675,"1,854","€3,669",€0,€0,€0,€0,€0,35.173%,3.096%,7.371%,0.000%,€0.0,€0.0,€0.0
37312,Hans Müller-Gutscher,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",2.3,"3,570","41,151","44,721",392,"1,883","2,275","€3,669",€0,€0,€0,€0,€0,10.980%,4.576%,5.087%,0.000%,€0.0,€0.0,€0.0
35410,Anastasiya Koshcheeva,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",1.7,768,"1,417","2,185",119,4,123,"€3,664",€0,€0,€0,€0,€0,15.495%,0.282%,5.629%,0.000%,€0.0,€0.0,€0.0
32521,Johannes Hemann,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",1.9,"1,665","7,833","9,498",78,40,118,"€3,664",€0,€0,€0,€0,€0,4.685%,0.511%,1.242%,0.000%,€0.0,€0.0,€0.0
67308,Iryna Bondar,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",1.3,"1,556","15,677","17,233",160,619,779,"€3,663",€0,€0,€0,€0,€0,10.283%,3.948%,4.520%,0.000%,€0.0,€0.0,€0.0
52504,Viktor Solt,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",2.2,791,"3,212","4,003",69,121,190,"€3,661",€0,€710,€0,€0,€710,8.723%,3.767%,4.746%,0.000%,€3.7,"€2,122.1","€1,412.1"
25945,Jeremie Libenge,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",4.8,"1,711","4,770","6,481",319,167,486,"€3,660",€0,€0,€0,€0,€0,18.644%,3.501%,7.499%,0.000%,€0.0,€0.0,€0.0
33718,Cheikh Tidiane Keita,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",3.8,"1,358","4,340","5,698",494,133,627,"€3,659",€0,€0,€0,€0,€0,36.377%,3.065%,11.004%,0.000%,€0.0,€0.0,€0.0
36031,Villa Lumi,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",1.4,399,"3,134","3,533",4,6,10,"€3,658",€0,€0,€0,€0,€0,1.003%,0.191%,0.283%,0.000%,€0.0,€0.0,€0.0
3027,Akira Zakamoto,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",7.0,"6,242","29,781","36,023","2,130","1,158","3,288","€3,657",€257,€0,€0,€0,€257,34.12%,3.89%,9.13%,7.02%,€0.1,"€1,768.2","€1,511.3"
18769,Hugo Auler Jr,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",5.4,"3,046","10,427","13,473",350,127,477,"€3,656",€0,"€1,353",€0,€0,"€1,353",11.490%,1.218%,3.540%,0.000%,€2.8,"€1,582.9",€229.9
35354,HATT,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",1.6,611,"2,900","3,511",14,5,19,"€3,650",€0,€0,€0,€0,€0,2.291%,0.172%,0.541%,0.000%,€0.0,€0.0,€0.0
22921,Joseph Huot,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",5.3,"2,761","10,383","13,144",825,214,"1,039","€3,650",€0,€0,€0,€0,€0,29.880%,2.061%,7.905%,0.000%,€0.0,€0.0,€0.0
1472,Bozena Lesiak,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",8.1,"3,342","12,980","16,322","1,110",228,"1,338","€3,650",€0,€0,€0,€0,€0,33.214%,1.757%,8.198%,0.000%,€0.0,€0.0,€0.0
3703,Andy Yang,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",6.8,"3,048","9,364","12,412","1,136",208,"1,344","€3,650",€0,€0,€0,€0,€0,37.270%,2.221%,10.828%,0.000%,€0.0,€0.0,€0.0
20085,Hariom Singh,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",5.1,"5,278","32,183","37,461","1,816","9,459","11,275","€3,646",€0,€0,€0,€0,€0,34.407%,29.391%,30.098%,0.000%,€0.0,€0.0,€0.0
9437,Lennart Schou,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",4.5,"1,698","8,604","10,302",336,122,458,"€3,646",€0,€0,€0,€0,€0,19.788%,1.418%,4.446%,0.000%,€0.0,€0.0,€0.0
69067,Rafia Rasheed,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",1.2,"1,178","10,317","11,495",79,314,393,"€3,645",€612,€0,€0,€0,€612,6.706%,3.044%,3.419%,16.789%,€1.6,"€1,528.6",€916.6
30003,Miloš Nejezchleb,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",4.3,"2,320","10,199","12,519","1,081",170,"1,251","€3,645",€0,€0,€0,€0,€0,46.595%,1.667%,9.993%,0.000%,€0.0,€0.0,€0.0
81657,ADASI Virginie Huj,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",0.3,356,"2,899","3,255",31,13,44,"€3,644",€0,€0,€0,€0,€0,8.708%,0.448%,1.352%,0.000%,€0.0,€0.0,€0.0
66989,Alla Prisacar,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",1.4,"2,117","42,093","44,210",155,"1,658","1,813","€3,643",€802,€560,€0,€0,"€1,362",7.322%,3.939%,4.101%,22.015%,€0.8,"€1,833.5",€471.5
79571,Lea Jazbec,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",0.5,383,"4,132","4,515",30,182,212,"€3,642",€0,"€3,642",€0,€0,"€3,642",7.833%,4.405%,4.695%,0.000%,€17.2,"€2,099.3","-€1,543.0"
9469,Terri Smith,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",5.9,"6,298","40,691","46,989",856,"1,435","2,291","€3,642",€0,€0,€0,€0,€0,13.592%,3.527%,4.876%,0.000%,€0.0,€0.0,€0.0
29855,Sarah McGinity,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",4.9,"1,251","8,798","10,049",210,279,489,"€3,636",€0,€0,€0,€0,€0,16.787%,3.171%,4.866%,0.000%,€0.0,€0.0,€0.0
